Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022]
Central Europe and the Baltics,CEB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
Central Europe and the Baltics,CEB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
Early-demographic dividend,EAR,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,89.24845188,..
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.27369826,..
Early-demographic dividend,EAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,92.43241137,..
Early-demographic dividend,EAR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.03238262,..
Early-demographic dividend,EAR,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
Early-demographic dividend,EAR,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
Early-demographic dividend,EAR,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
Early-demographic dividend,EAR,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
Early-demographic dividend,EAR,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
Early-demographic dividend,EAR,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
East Asia & Pacific,EAS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,91.01227629,..
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.15588816,..
East Asia & Pacific,EAS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.83472235,..
East Asia & Pacific,EAS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.8165121,..
East Asia & Pacific,EAS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,82.85,..
East Asia & Pacific,EAS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,81.38,..
East Asia & Pacific,EAS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,84.24,..
East Asia & Pacific,EAS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,83.75,..
East Asia & Pacific,EAS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,77.41,..
East Asia & Pacific,EAS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,75.43,..
East Asia & Pacific (excluding high income),EAP,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,89.63457365,..
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.96221483,..
East Asia & Pacific (excluding high income),EAP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.74668014,..
East Asia & Pacific (excluding high income),EAP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.78670829,..
East Asia & Pacific (excluding high income),EAP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,80.78,..
East Asia & Pacific (excluding high income),EAP,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,78.97,..
East Asia & Pacific (excluding high income),EAP,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,82.47,..
East Asia & Pacific (excluding high income),EAP,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,81.55,..
East Asia & Pacific (excluding high income),EAP,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,74.72,..
East Asia & Pacific (excluding high income),EAP,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,74.86,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,90.56869797,..
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.52349263,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.74668014,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.78671047,..
East Asia & Pacific (IDA & IBRD countries),TEA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
Euro area,EMU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,..
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,..
Euro area,EMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,..
Euro area,EMU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,..
Euro area,EMU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,98.51,..
Euro area,EMU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,98.31,..
Euro area,EMU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,98.7,..
Euro area,EMU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,98.98,..
Euro area,EMU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,97.38,..
Euro area,EMU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,96.54,..
Europe & Central Asia,ECS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.76234705,..
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.98759077,..
Europe & Central Asia,ECS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.96981453,..
Europe & Central Asia,ECS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.85782946,..
Europe & Central Asia,ECS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,89.57,..
Europe & Central Asia,ECS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,88.02,..
Europe & Central Asia,ECS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,91.23,..
Europe & Central Asia,ECS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,90.5,..
Europe & Central Asia,ECS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,86.31,..
Europe & Central Asia,ECS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,78.09,..
Europe & Central Asia (excluding high income),ECA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,89.44813689,..
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.97139624,..
Europe & Central Asia (excluding high income),ECA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.94058026,..
Europe & Central Asia (excluding high income),ECA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.6499463,..
Europe & Central Asia (excluding high income),ECA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,77.79,..
Europe & Central Asia (excluding high income),ECA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,74.86,..
Europe & Central Asia (excluding high income),ECA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,81.05,..
Europe & Central Asia (excluding high income),ECA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,78.81,..
Europe & Central Asia (excluding high income),ECA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,71.64,..
Europe & Central Asia (excluding high income),ECA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,57.83,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,90.67912665,..
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9751684,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.95047618,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.69009038,..
Europe & Central Asia (IDA & IBRD countries),TEC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
European Union,EUU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,..
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99692394,..
European Union,EUU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.9923125,..
European Union,EUU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.99844502,..
European Union,EUU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
European Union,EUU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
European Union,EUU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
European Union,EUU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
European Union,EUU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
European Union,EUU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
Fragile and conflict affected situations,FCS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,50.11312186,..
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.85188732,..
Fragile and conflict affected situations,FCS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,37.75915015,..
Fragile and conflict affected situations,FCS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,85.47137204,..
Fragile and conflict affected situations,FCS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
Fragile and conflict affected situations,FCS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
Fragile and conflict affected situations,FCS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
Fragile and conflict affected situations,FCS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
Fragile and conflict affected situations,FCS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
Fragile and conflict affected situations,FCS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
Heavily indebted poor countries (HIPC),HPC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,30.17384172,..
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.04843016,..
Heavily indebted poor countries (HIPC),HPC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,31.18754427,..
Heavily indebted poor countries (HIPC),HPC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,78.45354032,..
Heavily indebted poor countries (HIPC),HPC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
Heavily indebted poor countries (HIPC),HPC,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
Heavily indebted poor countries (HIPC),HPC,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
Heavily indebted poor countries (HIPC),HPC,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
Heavily indebted poor countries (HIPC),HPC,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
Heavily indebted poor countries (HIPC),HPC,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
High income,HIC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,99.99673058,..
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.97833877,..
High income,HIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.97688582,..
High income,HIC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.99879686,..
High income,HIC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,96.36,..
High income,HIC,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,96.72,..
High income,HIC,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,96,..
High income,HIC,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,96.86,..
High income,HIC,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,94.41,..
High income,HIC,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,89.76,..
IBRD only,IBD,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,92.92853927,..
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.10323062,..
IBRD only,IBD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.23040264,..
IBRD only,IBD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.47483211,..
IBRD only,IBD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
IBRD only,IBD,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
IBRD only,IBD,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
IBRD only,IBD,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
IBRD only,IBD,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
IBRD only,IBD,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
IDA & IBRD total,IBT,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,83.82294558,..
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.0980679,..
IDA & IBRD total,IBT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,83.50001843,..
IDA & IBRD total,IBT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.03561953,..
IDA & IBRD total,IBT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
IDA & IBRD total,IBT,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
IDA & IBRD total,IBT,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
IDA & IBRD total,IBT,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
IDA & IBRD total,IBT,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
IDA & IBRD total,IBT,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
IDA blend,IDB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,58.20606156,..
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.61974835,..
IDA blend,IDB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,63.28221699,..
IDA blend,IDB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.82593104,..
IDA blend,IDB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
IDA blend,IDB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
IDA blend,IDB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
IDA blend,IDB,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
IDA blend,IDB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
IDA blend,IDB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
IDA only,IDX,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,40.61558293,..
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.12763358,..
IDA only,IDX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,47.50215388,..
IDA only,IDX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,83.16351465,..
IDA only,IDX,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
IDA only,IDX,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
IDA only,IDX,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
IDA only,IDX,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
IDA only,IDX,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
IDA only,IDX,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
IDA total,IDA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,47.24361393,..
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.58440633,..
IDA total,IDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,52.4776257,..
IDA total,IDA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.18063519,..
IDA total,IDA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
IDA total,IDA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
IDA total,IDA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
IDA total,IDA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
IDA total,IDA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
IDA total,IDA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
Late-demographic dividend,LTE,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,91.60221709,..
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.41329348,..
Late-demographic dividend,LTE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.8921714,..
Late-demographic dividend,LTE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.90226837,..
Late-demographic dividend,LTE,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..
Late-demographic dividend,LTE,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..
Late-demographic dividend,LTE,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..
Late-demographic dividend,LTE,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..
Late-demographic dividend,LTE,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..
Late-demographic dividend,LTE,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..
Latin America & Caribbean,LCN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.08995625,..
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.25931565,..
Latin America & Caribbean,LCN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.49728904,..
Latin America & Caribbean,LCN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.54794478,..
Latin America & Caribbean,LCN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,73.55,..
Latin America & Caribbean,LCN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,70.14,..
Latin America & Caribbean,LCN,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,76.97,..
Latin America & Caribbean,LCN,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,75.62,..
Latin America & Caribbean,LCN,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,67.93,..
Latin America & Caribbean,LCN,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,64.34,..
Latin America & Caribbean (excluding high income),LAC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,94.6960402,..
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.12087083,..
Latin America & Caribbean (excluding high income),LAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.29564437,..
Latin America & Caribbean (excluding high income),LAC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.50020363,..
Latin America & Caribbean (excluding high income),LAC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,72.95,..
Latin America & Caribbean (excluding high income),LAC,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,69.32,..
Latin America & Caribbean (excluding high income),LAC,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,76.56,..
Latin America & Caribbean (excluding high income),LAC,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,75.1,..
